"HCDBcaseId","caseNumber","caseName","representative_side","rep_number","RepGeneral","RepSpecific","Name","Title","Status1","Status2","Status2State","Gender","Role","Notes"
2010040,"S87/2009","Spencer v Commonwealth of Australia","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Applicant","PE King","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010040,"S87/2009","Spencer v Commonwealth of Australia","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Applicant","DH Godwin","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010040,"S87/2009","Spencer v Commonwealth of Australia","Intervener",1,"Intervener","Intervener, AG (WA)","RJ Meadows","Mr","QC","Yes solicitor general",11,"Male","Speaker - Minor",NA
2010040,"S87/2009","Spencer v Commonwealth of Australia","Intervener",2,"Intervener","Intervener, AG (WA)","RM Mitchell","Mr",NA,"No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010040,"S87/2009","Spencer v Commonwealth of Australia","Intervener",3,"Intervener","Intervener, AG (Vic)","PM Tate","Ms","SC","Yes solicitor general",8,"Female","Speaker - Minor",NA
2010040,"S87/2009","Spencer v Commonwealth of Australia","Intervener",4,"Intervener","Intervener, AG (Vic)","SP Donaghue","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010040,"S87/2009","Spencer v Commonwealth of Australia","Intervener",5,"Intervener","Intervener, AG (SA)","MG Hinton","Mr","QC","Yes solicitor general",6,"Male","Speaker - Minor",NA
2010040,"S87/2009","Spencer v Commonwealth of Australia","Intervener",6,"Intervener","Intervener, AG (SA)","SA McDonald","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010040,"S87/2009","Spencer v Commonwealth of Australia","Intervener",7,"Intervener","Intervener, AG (NSW)","JK Kirk","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Minor",NA
2010040,"S87/2009","Spencer v Commonwealth of Australia","Intervener",8,"Intervener","Intervener, NSW Farmersí Association","BW Walker","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010040,"S87/2009","Spencer v Commonwealth of Australia","Intervener",9,"Intervener","Intervener, NSW Farmersí Association","LT Livingston","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010040,"S87/2009","Spencer v Commonwealth of Australia","Respondent",1,"Respondent/defendant","Respondent","SJ Gageler","Mr","SC","Yes solicitor general",1,"Male","Speaker - Major",NA
2010040,"S87/2009","Spencer v Commonwealth of Australia","Respondent",2,"Respondent/defendant","Respondent","A Robertson","Mr","SC","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010040,"S87/2009","Spencer v Commonwealth of Australia","Respondent",3,"Respondent/defendant","Respondent","CL Lenehan","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010041,"B9/2010","Public Trustee of Queensland v Fortress Credit Corporation (Aus) 11 Pty Ltd","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","W Sofronoff","Mr","QC","Yes solicitor general",5,"Male","Speaker - Major","Submitting appearance for the second, third and fourth respondents. No appearance for the fifth respondent"
2010041,"B9/2010","Public Trustee of Queensland v Fortress Credit Corporation (Aus) 11 Pty Ltd","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","DB O'Sullivan","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","Submitting appearance for the second, third and fourth respondents. No appearance for the fifth respondent"
2010041,"B9/2010","Public Trustee of Queensland v Fortress Credit Corporation (Aus) 11 Pty Ltd","Respondent",1,"Respondent/defendant","First respondent","DF Jackson","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","Submitting appearance for the second, third and fourth respondents. No appearance for the fifth respondent"
2010041,"B9/2010","Public Trustee of Queensland v Fortress Credit Corporation (Aus) 11 Pty Ltd","Respondent",2,"Respondent/defendant","First respondent","J Luchich","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)","Submitting appearance for the second, third and fourth respondents. No appearance for the fifth respondent"
2010042,"M102/2010","Dickson v The Queen","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","TF Danos","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major","At the hearing on 27 July 2010, T F Danos' junior was J E McLoughlin
 he was replaced by PD Herzfeld at the hearing on 31 Aug 2010"
2010042,"M102/2010","Dickson v The Queen","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","JE McLoughlin","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","At the hearing on 27 July 2010, T F Danos' junior was J E McLoughlin
 he was replaced by PD Herzfeld at the hearing on 31 Aug 2010"
2010042,"M102/2010","Dickson v The Queen","Appellant",3,"Appellant/applicant/plaintiff/petitioner","Appellant","PD Herzfeld","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","At the hearing on 27 July 2010, T F Danos' junior was J E McLoughlin
 he was replaced by PD Herzfeld at the hearing on 31 Aug 2010"
2010042,"M102/2010","Dickson v The Queen","Intervener",1,"Intervener","Intervener, AG (Cth)","SJ Gageler","Mr","SC","Yes solicitor general",1,"Male","Speaker - Major","At the hearing on 27 July 2010, T F Danos' junior was J E McLoughlin
 he was replaced by PD Herzfeld at the hearing on 31 Aug 2010"
2010042,"M102/2010","Dickson v The Queen","Intervener",2,"Intervener","Intervener, AG (Cth)","KC Morgan","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)","At the hearing on 27 July 2010, T F Danos' junior was J E McLoughlin
 he was replaced by PD Herzfeld at the hearing on 31 Aug 2010"
2010042,"M102/2010","Dickson v The Queen","Intervener",3,"Intervener","Intervener, AG (SA)","MG Hinton","Mr","QC","Yes solicitor general",6,"Male","Speaker - Major","At the hearing on 27 July 2010, T F Danos' junior was J E McLoughlin
 he was replaced by PD Herzfeld at the hearing on 31 Aug 2010"
2010042,"M102/2010","Dickson v The Queen","Intervener",4,"Intervener","Intervener, AG (SA)","SA McDonald","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","At the hearing on 27 July 2010, T F Danos' junior was J E McLoughlin
 he was replaced by PD Herzfeld at the hearing on 31 Aug 2010"
2010042,"M102/2010","Dickson v The Queen","Respondent",1,"Respondent/defendant","Respondent","GJC Silbert","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major","At the hearing on 27 July 2010, T F Danos' junior was J E McLoughlin
 he was replaced by PD Herzfeld at the hearing on 31 Aug 2010"
2010042,"M102/2010","Dickson v The Queen","Respondent",2,"Respondent/defendant","Respondent","BL Sonnet","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","At the hearing on 27 July 2010, T F Danos' junior was J E McLoughlin
 he was replaced by PD Herzfeld at the hearing on 31 Aug 2010"
2010043,"M69/2009","Miller & Associates Insurance Broking Pty Ltd v BMW Australia Finance Limited","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Applicant","JJ Gleeson","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010043,"M69/2009","Miller & Associates Insurance Broking Pty Ltd v BMW Australia Finance Limited","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Applicant","G Crafti","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010043,"M69/2009","Miller & Associates Insurance Broking Pty Ltd v BMW Australia Finance Limited","Respondent",1,"Respondent/defendant","Respondent","AC Archibald","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010043,"M69/2009","Miller & Associates Insurance Broking Pty Ltd v BMW Australia Finance Limited","Respondent",2,"Respondent/defendant","Respondent","MA Robins","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010044,"S84/2010","Kostas v HIA Insurance Services Pty Limited","Appellant",1,"Appellant/applicant/plaintiff/petitioner","All Appellants","JT Gleeson","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major","Submitting appearance for the second respondent"
2010044,"S84/2010","Kostas v HIA Insurance Services Pty Limited","Appellant",2,"Appellant/applicant/plaintiff/petitioner","All Appellants","RJ Crruthers","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","Submitting appearance for the second respondent"
2010044,"S84/2010","Kostas v HIA Insurance Services Pty Limited","Respondent",1,"Respondent/defendant","First respondent","BW Walker","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major","Submitting appearance for the second respondent"
2010044,"S84/2010","Kostas v HIA Insurance Services Pty Limited","Respondent",2,"Respondent/defendant","First respondent","FR Clark","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)","Submitting appearance for the second respondent"
2010044,"S84/2010","Kostas v HIA Insurance Services Pty Limited","Respondent",3,"Respondent/defendant","First respondent","E Raper","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)","Submitting appearance for the second respondent"
2010045,"S79/2010","Travelex Ltd v Commissioner of Taxation","Appellant",1,"Appellant/applicant/plaintiff/petitioner","All Appellants","RC Cordara","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010045,"S79/2010","Travelex Ltd v Commissioner of Taxation","Appellant",2,"Appellant/applicant/plaintiff/petitioner","All Appellants","JO Hmelnitsky","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010045,"S79/2010","Travelex Ltd v Commissioner of Taxation","Appellant",3,"Appellant/applicant/plaintiff/petitioner","All Appellants","PP Parisi","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010045,"S79/2010","Travelex Ltd v Commissioner of Taxation","Respondent",1,"Respondent/defendant","Respondent","SJ Gageler","Mr","SC","Yes solicitor general",1,"Male","Speaker - Major",NA
2010045,"S79/2010","Travelex Ltd v Commissioner of Taxation","Respondent",2,"Respondent/defendant","Respondent","BC Kasep","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010046,"B10/2010","WorkCover Queensland v Amaca Pty Ltd","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","W Sofronoff","Mr","QC","Yes solicitor general",5,"Male","Speaker - Major",NA
2010046,"B10/2010","WorkCover Queensland v Amaca Pty Ltd","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","KF Holyoak","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010046,"B10/2010","WorkCover Queensland v Amaca Pty Ltd","Respondent",1,"Respondent/defendant","All respondents","DF Jackson","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010046,"B10/2010","WorkCover Queensland v Amaca Pty Ltd","Respondent",2,"Respondent/defendant","All respondents","RC Morton","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010047,"B14/2010","Pollock v The Queen","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","SJ Keim","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010047,"B14/2010","Pollock v The Queen","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","AE Cappellano","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010047,"B14/2010","Pollock v The Queen","Respondent",1,"Respondent/defendant","Respondent","MJ Copley","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010047,"B14/2010","Pollock v The Queen","Respondent",2,"Respondent/defendant","Respondent","JA Wooldridge","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010048,"M5/2010","Finch v Telstra Super Pty Ltd","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Applicant","JP Brett","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010048,"M5/2010","Finch v Telstra Super Pty Ltd","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Applicant","MC Wall","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010048,"M5/2010","Finch v Telstra Super Pty Ltd","Respondent",1,"Respondent/defendant","Respondent","AG Uren","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010048,"M5/2010","Finch v Telstra Super Pty Ltd","Respondent",2,"Respondent/defendant","Respondent","RJ Harris","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010049,"B16/2010","Selected Seeds Pty Ltd v QBEMM Pty Limited","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","BW Walker","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010049,"B16/2010","Selected Seeds Pty Ltd v QBEMM Pty Limited","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","RS Ashton","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010049,"B16/2010","Selected Seeds Pty Ltd v QBEMM Pty Limited","Appellant",3,"Appellant/applicant/plaintiff/petitioner","Appellant","LS Reidy","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010049,"B16/2010","Selected Seeds Pty Ltd v QBEMM Pty Limited","Respondent",1,"Respondent/defendant","All respondents","GA Thompson","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010049,"B16/2010","Selected Seeds Pty Ltd v QBEMM Pty Limited","Respondent",2,"Respondent/defendant","All respondents","KF Holyoak","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010050,"M23/2010","The Queen v Nguyen","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Applicant","T Gyorffy","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010050,"M23/2010","The Queen v Nguyen","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Applicant","BL Sonnet","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010050,"M23/2010","The Queen v Nguyen","Respondent",1,"Respondent/defendant","Respondent","MJ Croucher","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010050,"M23/2010","The Queen v Nguyen","Respondent",2,"Respondent/defendant","Respondent","CB Boyce","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
